City_ID,City,Lat,Lng,Date,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
416,Yuci,37.6803,112.7319,2021-11-26 22:47:50,24.55,clear sky,74,0,2.24,CN
417,Guerrero Negro,27.9769,-114.0611,2021-11-26 22:46:13,74.75,clear sky,40,0,11.9,MX
418,Rocha,-34.4833,-54.3333,2021-11-26 22:47:50,63.19,clear sky,97,8,6.93,UY
419,Inhambane,-23.865,35.3833,2021-11-26 22:48:50,68.32,few clouds,67,23,9.95,MZ
420,Carauari,-4.8828,-66.8958,2021-11-26 22:48:51,80.17,broken clouds,79,78,2.19,BR
421,Olyka,50.7186,25.8125,2021-11-26 22:48:51,43.79,overcast clouds,83,100,14.47,UA
422,Narrabri,-30.3167,149.7833,2021-11-26 22:48:51,69.89,scattered clouds,64,40,17.27,AU
423,Maceio,-9.6658,-35.7353,2021-11-26 22:48:30,81.84,few clouds,78,20,9.22,BR
424,Urubicha,-15.3833,-62.95,2021-11-26 22:48:52,68.92,moderate rain,99,100,2.53,BO
425,Tocopilla,-22.092,-70.1979,2021-11-26 22:48:52,65.93,scattered clouds,65,33,5.44,CL
426,Koslan,63.4564,48.8989,2021-11-26 22:48:52,25.14,overcast clouds,98,99,3.6,RU
427,Avera,33.194,-82.5271,2021-11-26 22:48:53,57.07,few clouds,32,19,7.4,US
428,Calbuco,-41.768,-73.1273,2021-11-26 22:48:11,56.41,overcast clouds,72,100,13.47,CL
429,Puerto Madryn,-42.7692,-65.0385,2021-11-26 22:48:53,66.49,broken clouds,51,83,20.07,AR
430,Ulladulla,-35.35,150.4667,2021-11-26 22:48:53,56.3,light rain,89,100,15.66,AU
431,Utinga,-5.8172,-35.3954,2021-11-26 22:48:54,82.8,scattered clouds,83,40,12.66,BR
432,Golden,39.7555,-105.2211,2021-11-26 22:48:15,66.69,scattered clouds,16,40,23.02,US
433,Tual,-5.6667,132.75,2021-11-26 22:48:54,84.67,overcast clouds,72,98,10.36,ID
434,Marzuq,14.4,46.4667,2021-11-26 22:48:54,67.37,clear sky,46,5,2.21,YE
435,Sept-Iles,50.2001,-66.3821,2021-11-26 22:48:55,39.72,mist,100,90,3.44,CA
436,Lipari,38.4674,14.954,2021-11-26 22:48:55,55.96,overcast clouds,62,98,17.85,IT
437,Escanaba,45.7453,-87.0646,2021-11-26 22:45:08,25.23,clear sky,68,1,3.44,US
438,Los Chiles,11.0333,-84.7167,2021-11-26 22:48:55,75.49,broken clouds,91,82,5.57,CR
439,Saint-Louis,16.3333,-15.0,2021-11-26 22:48:55,87.06,overcast clouds,18,93,4.97,SN
440,Yarada,17.65,83.2667,2021-11-26 22:48:56,76.15,broken clouds,82,53,9.22,IN
441,Bollnas,61.3482,16.3946,2021-11-26 22:48:56,25.5,overcast clouds,75,98,2.64,SE
442,Margate,51.3813,1.3862,2021-11-26 22:48:56,37.26,broken clouds,73,56,21.7,GB
443,Hami,42.8,93.45,2021-11-26 22:48:57,27.19,broken clouds,63,68,5.59,CN
444,Matamoros,25.5333,-103.25,2021-11-26 22:48:57,60.62,overcast clouds,48,100,9.66,MX
445,Meget,52.415,104.0494,2021-11-26 22:48:57,18.36,overcast clouds,78,100,9.82,RU
446,Price,39.5994,-110.8107,2021-11-26 22:48:57,47.46,clear sky,19,1,0.0,US
447,Lewistown,40.5992,-77.5714,2021-11-26 22:48:58,35.46,overcast clouds,69,90,10.36,US
448,Kodinsk,58.6881,99.1844,2021-11-26 22:48:58,-0.51,overcast clouds,98,98,4.47,RU
449,Koscierzyna,54.1223,17.9812,2021-11-26 22:48:58,31.71,overcast clouds,87,100,4.0,PL
450,Saint George,37.1041,-113.5841,2021-11-26 22:47:14,70.27,clear sky,15,1,0.0,US
451,Finnsnes,69.2296,17.9811,2021-11-26 22:48:59,15.76,broken clouds,95,69,3.78,NO
452,Turukhansk,65.8167,87.9833,2021-11-26 22:48:59,0.57,light snow,96,100,12.15,RU
453,Xunchang,28.4543,104.715,2021-11-26 22:48:59,49.44,overcast clouds,92,100,0.63,CN
454,Kursumlija,43.1458,21.2686,2021-11-26 22:49:00,49.55,overcast clouds,91,99,7.4,RS
455,Gibara,21.1097,-76.1317,2021-11-26 22:49:00,79.92,scattered clouds,65,41,8.52,CU
456,Mitsamiouli,-11.3847,43.2844,2021-11-26 22:49:00,80.67,light rain,78,11,4.27,KM
457,Tonj,7.2737,28.6822,2021-11-26 22:49:00,80.89,overcast clouds,25,86,3.96,SS
458,Xai-Xai,-25.0519,33.6442,2021-11-26 22:49:01,67.71,few clouds,69,16,8.08,MZ
459,Culaba,11.6578,124.5425,2021-11-26 22:49:01,80.73,overcast clouds,86,91,9.19,PH
460,Sao Joao Da Boa Vista,-21.9692,-46.7981,2021-11-26 22:49:01,67.95,moderate rain,96,92,5.06,BR
461,Biloela,-24.4167,150.5,2021-11-26 22:49:02,79.16,light rain,70,100,6.35,AU
462,Yar-Sale,66.8333,70.8333,2021-11-26 22:49:02,-6.9,few clouds,95,17,7.56,RU
463,Praxedis Guerrero,31.3667,-106.0167,2021-11-26 22:49:02,54.99,overcast clouds,40,100,5.37,MX
464,Nelson Bay,-32.7167,152.15,2021-11-26 22:49:03,62.65,light rain,84,100,19.13,AU
465,Kichmengskiy Gorodok,59.9816,45.7854,2021-11-26 22:50:03,32.88,light snow,97,100,11.95,RU
466,Kahului,20.8947,-156.47,2021-11-26 22:50:04,82.42,few clouds,54,20,20.71,US
467,Chernyshevskiy,63.0128,112.4714,2021-11-26 22:50:04,4.68,overcast clouds,92,100,11.41,RU
468,Yermekeyevo,54.0761,53.6712,2021-11-26 22:50:04,24.8,broken clouds,90,71,16.33,RU
469,Riviere-Au-Renard,48.9957,-64.3971,2021-11-26 22:50:04,42.8,overcast clouds,97,100,9.66,CA
470,Makat,47.6469,53.3463,2021-11-26 22:50:05,27.95,overcast clouds,50,100,11.88,KZ
471,Santa Barbara,34.7333,-120.0343,2021-11-26 22:50:05,70.36,clear sky,15,1,10.36,US
472,Los Llanos De Aridane,28.6585,-17.9182,2021-11-26 22:50:05,58.75,scattered clouds,67,40,12.66,ES
473,Breytovo,58.2993,37.8617,2021-11-26 22:50:06,33.75,overcast clouds,91,100,12.39,RU
474,Sechura,-5.5569,-80.8222,2021-11-26 22:50:06,70.86,broken clouds,70,68,18.48,PE
475,Reconquista,-29.15,-59.65,2021-11-26 22:50:06,76.57,clear sky,41,0,7.27,AR
476,Boden,65.8252,21.6886,2021-11-26 22:50:07,6.8,scattered clouds,92,40,3.15,SE
477,Qixingtai,30.4135,111.8874,2021-11-26 22:50:07,48.11,clear sky,47,3,6.06,CN
478,Amnat Charoen,15.9167,104.75,2021-11-26 22:50:07,64.02,broken clouds,78,61,17.74,TH
479,Senneterre,48.3835,-77.2328,2021-11-26 22:50:07,16.02,overcast clouds,89,100,12.75,CA
480,Bonfim,3.0833,-59.95,2021-11-26 22:50:08,84.4,overcast clouds,63,100,4.5,BR
481,Fremont,37.5483,-121.9886,2021-11-26 22:46:29,66.99,clear sky,52,1,0.0,US
482,Yablonovo,50.8523,37.3574,2021-11-26 22:50:08,26.46,scattered clouds,94,26,9.17,RU
483,Nhulunbuy,-12.2333,136.7667,2021-11-26 22:50:08,83.01,overcast clouds,78,90,3.44,AU
484,Trat,12.5,102.5,2021-11-26 22:50:09,69.31,broken clouds,86,81,8.1,TH
485,Jaranwala,31.3333,73.4333,2021-11-26 22:50:09,59.52,clear sky,30,0,3.8,PK
486,Saint Anthony,45.0205,-93.218,2021-11-26 22:50:10,34.75,clear sky,38,1,12.66,US
487,Pryazha,61.6926,33.6216,2021-11-26 22:50:10,18.63,broken clouds,98,78,3.6,RU
488,Poum,-20.2333,164.0167,2021-11-26 22:50:10,80.6,clear sky,77,9,15.01,NC
489,Ust-Kuyga,70.0167,135.6,2021-11-26 22:50:11,-16.38,overcast clouds,90,100,5.26,RU
490,Mount Isa,-20.7333,139.5,2021-11-26 22:50:11,76.77,clear sky,44,0,14.97,AU
491,Beringovskiy,63.05,179.3167,2021-11-26 22:50:11,-2.22,broken clouds,98,77,12.08,RU
492,Arys,42.4252,68.795,2021-11-26 22:50:11,30.42,clear sky,68,1,7.4,KZ
493,Beyneu,45.3167,55.2,2021-11-26 22:50:12,28.08,overcast clouds,58,100,16.33,KZ
494,Naze,28.3667,129.4833,2021-11-26 22:50:12,63.52,light rain,57,97,21.14,JP
495,Sanford,28.8006,-81.2731,2021-11-26 22:50:12,73.69,overcast clouds,53,90,10.36,US
496,Lanxi,29.2195,119.477,2021-11-26 22:50:13,46.24,clear sky,86,0,4.03,CN
497,Gdynia,54.5189,18.5319,2021-11-26 22:50:13,33.46,clear sky,86,0,3.44,PL
498,Nalut,30.3333,10.85,2021-11-26 22:50:13,65.16,overcast clouds,36,100,17.13,LY
499,Santo Antonio Do Ica,-3.1022,-67.9397,2021-11-26 22:50:13,79.43,overcast clouds,84,98,3.09,BR
500,Coahuayana,18.7333,-103.6833,2021-11-26 22:50:14,83.16,broken clouds,67,72,5.17,MX
501,Nahrin,36.0649,69.1334,2021-11-26 22:50:14,42.21,overcast clouds,85,100,0.96,AF
502,Jambi,-1.6,103.6167,2021-11-26 22:50:14,72.57,overcast clouds,98,98,3.49,ID
503,Camocim,-2.9022,-40.8411,2021-11-26 22:50:15,81.34,broken clouds,76,78,15.88,BR
504,Teguise,29.0605,-13.564,2021-11-26 22:50:15,57.42,few clouds,77,20,9.22,ES
505,Winslow,35.0242,-110.6974,2021-11-26 22:50:15,51.98,clear sky,28,1,5.75,US
506,Noumea,-22.2763,166.4572,2021-11-26 22:50:16,85.98,clear sky,65,6,3.49,NC
507,Peace River,56.2501,-117.286,2021-11-26 22:47:43,35.91,few clouds,51,20,26.46,CA
508,Bitburg,49.9667,6.5333,2021-11-26 22:51:16,35.78,light snow,100,90,12.66,DE
509,Matagami,49.7502,-77.6328,2021-11-26 22:51:17,12.31,light snow,92,90,16.11,CA
510,Makakilo City,21.3469,-158.0858,2021-11-26 22:51:17,86.32,clear sky,40,1,4.61,US
511,Ankpa,7.3706,7.6253,2021-11-26 22:51:17,76.24,few clouds,51,18,4.25,NG
512,Fallon,39.4735,-118.7774,2021-11-26 22:51:17,53.47,few clouds,24,20,5.75,US
513,Iwaki,37.05,140.8833,2021-11-26 22:51:18,39.81,broken clouds,69,56,10.58,JP
514,Gizo,-8.103,156.8419,2021-11-26 22:51:18,83.66,light rain,68,92,3.78,SB
515,Talaya,61.3833,152.75,2021-11-26 22:51:18,-37.19,broken clouds,100,54,1.05,RU
516,Ambilobe,-13.2,49.05,2021-11-26 22:51:19,76.59,broken clouds,84,73,3.11,MG
517,Loukhi,66.0764,33.0381,2021-11-26 22:51:19,10.92,broken clouds,98,74,4.79,RU
518,Maumere,-8.6199,122.2111,2021-11-26 22:51:19,82.83,overcast clouds,75,97,1.43,ID
519,Hvide Sande,56.0045,8.1294,2021-11-26 22:51:20,39.78,overcast clouds,82,100,21.92,DK
520,Bintulu,3.1667,113.0333,2021-11-26 22:51:20,73.81,scattered clouds,100,40,2.3,MY
521,Santiago Del Estero,-27.7951,-64.2615,2021-11-26 22:51:20,83.44,clear sky,34,0,11.14,AR
522,Ivanteyevka,55.9711,37.9208,2021-11-26 22:51:21,37.74,overcast clouds,97,100,8.05,RU
523,Qinnan,33.2531,119.9133,2021-11-26 22:51:21,44.71,clear sky,79,0,6.13,CN
524,Saltillo,25.4167,-101.0,2021-11-26 22:50:57,55.4,overcast clouds,60,100,3.0,MX
525,Ponnani,10.767,75.9252,2021-11-26 22:51:21,78.12,overcast clouds,88,100,3.69,IN
526,Guiren,33.6697,118.1889,2021-11-26 22:51:22,43.41,clear sky,81,0,7.23,CN
527,Ongandjera,-17.8833,15.0667,2021-11-26 22:51:22,74.55,clear sky,20,4,14.09,NA
528,Moree,-29.4667,149.85,2021-11-26 22:51:22,78.82,few clouds,65,11,8.05,AU
529,San Pedro,14.35,121.0167,2021-11-26 22:49:56,79.83,few clouds,78,20,2.3,PH
530,Upata,8.0086,-62.3989,2021-11-26 22:51:22,74.41,overcast clouds,89,93,5.19,VE
531,Kloulklubed,7.0419,134.2556,2021-11-26 22:51:23,84.2,overcast clouds,77,93,20.62,PW
532,Crowley,30.2141,-92.3746,2021-11-26 22:51:23,57.27,broken clouds,57,83,7.56,US
533,De-Kastri,51.4667,140.7833,2021-11-26 22:51:23,19.2,overcast clouds,95,87,6.49,RU
534,Voh,-20.9667,164.7,2021-11-26 22:51:23,87.67,few clouds,53,16,2.84,NC
535,Zhangye,38.9342,100.4517,2021-11-26 22:51:24,31.59,clear sky,27,0,4.65,CN
536,Riyadh,24.6877,46.7219,2021-11-26 22:51:04,68.14,clear sky,37,0,4.23,SA
537,Kinna,57.5073,12.6946,2021-11-26 22:51:24,31.19,overcast clouds,84,93,9.91,SE
538,Kedougou,12.5579,-12.1743,2021-11-26 22:51:24,81.27,broken clouds,25,73,2.51,SN
539,Kumluca,36.3703,30.2869,2021-11-26 22:51:25,61.72,overcast clouds,84,96,0.94,TR
540,Cuamba,-14.8031,36.5372,2021-11-26 22:51:25,66.78,scattered clouds,83,25,8.03,MZ
541,Johi,26.6921,67.6133,2021-11-26 22:51:25,69.39,clear sky,18,1,6.31,PK
542,Kaili,-3.4626,120.2147,2021-11-26 22:51:25,67.15,overcast clouds,96,100,3.09,ID
543,Comodoro Rivadavia,-45.8667,-67.5,2021-11-26 22:51:26,58.86,clear sky,51,0,11.5,AR
544,Syracuse,37.0881,15.2792,2021-11-26 22:51:26,58.59,overcast clouds,66,100,9.53,IT
545,Gangapur,26.4833,76.7167,2021-11-26 22:51:26,63.64,clear sky,56,0,3.91,IN
546,Bismil,37.8486,40.6658,2021-11-26 22:51:27,46.13,broken clouds,85,70,1.63,TR
547,Beaverlodge,55.2166,-119.4361,2021-11-26 22:51:27,31.35,clear sky,56,2,15.82,CA
548,The Valley,18.217,-63.0578,2021-11-26 22:50:43,76.86,scattered clouds,94,40,10.36,AI
549,Asau,46.4333,26.4,2021-11-26 22:51:27,41.92,overcast clouds,93,100,5.97,RO
550,Cururupu,-1.8283,-44.8683,2021-11-26 22:51:28,76.12,broken clouds,89,83,3.44,BR
551,Shimoda,34.6667,138.95,2021-11-26 22:51:28,53.17,clear sky,53,0,18.32,JP
552,Quatre Cocos,-20.2078,57.7625,2021-11-26 22:51:28,73.51,clear sky,70,0,4.81,MU
553,Umba,66.6871,34.3429,2021-11-26 22:51:29,13.91,few clouds,91,23,8.95,RU
