City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Acapulco,MX,16.8634,-99.8901,76.53,84,50,3.65,scattered clouds
347,Sambava,MG,-14.2667,50.1667,83.23,65,36,9.04,scattered clouds
348,Vega De Alatorre,MX,20.0333,-96.6333,66.99,89,97,12.28,overcast clouds
349,Baykit,RU,61.67,96.37,3.2,96,100,4.32,overcast clouds
350,Marzuq,YE,14.4,46.4667,73.47,40,0,4.16,clear sky
351,Souillac,MU,-20.5167,57.5167,82.78,57,20,11.5,few clouds
352,That Phanom,TH,16.9364,104.7104,82.42,43,38,15.55,scattered clouds
353,Kamariotissa,GR,40.4833,25.4667,57.25,80,74,11.99,light rain
354,Altamira,BR,-3.2033,-52.2064,73.63,92,76,2.59,broken clouds
355,Yankton,US,42.8711,-97.3973,43.05,56,1,0.0,clear sky
356,Port Lincoln,AU,-34.7333,135.8667,63.93,60,56,15.46,broken clouds
357,Berlevag,NO,70.8578,29.0864,22.41,67,95,15.68,overcast clouds
358,Lorengau,PG,-2.0226,147.2712,83.35,74,77,2.48,broken clouds
359,Palasa,IN,18.7667,84.4167,81.23,67,88,8.08,overcast clouds
360,Chumikan,RU,54.7183,135.315,22.73,72,4,27.07,clear sky
361,Zwettl,AT,48.6,15.1667,26.26,94,99,3.4,overcast clouds
362,Bhadasar,IN,28.2833,74.3167,77.22,26,0,3.31,clear sky
363,Marystown,CA,47.1666,-55.1483,45.25,90,70,6.13,broken clouds
364,Aklavik,CA,68.2191,-135.0107,-6.77,94,100,21.83,light snow
365,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.29,94,99,6.87,light rain
366,Coihaique,CL,-45.5752,-72.0662,45.21,87,0,2.3,clear sky
367,Roald,NO,62.5833,6.1333,26.74,86,0,11.5,clear sky
368,Beira,MZ,-19.8436,34.8389,77.09,65,75,12.66,light rain
369,Longyearbyen,SJ,78.2186,15.6401,8.44,85,90,6.91,snow
370,Yagodnoye,RU,62.55,149.6667,-32.67,92,8,3.2,clear sky
371,Aloleng,PH,16.1307,119.7824,87.98,62,82,6.89,broken clouds
372,Krabi,TH,8.0726,98.9105,86.11,79,75,3.44,moderate rain
373,Srandakan,ID,-7.9386,110.2506,83.95,72,78,10.63,broken clouds
374,Narva-Joesuu,EE,59.4589,28.0408,27.91,78,87,13.31,overcast clouds
375,Miyang,CN,24.4042,103.4428,61.3,75,74,7.92,broken clouds
376,Narsaq,GL,60.9167,-46.05,39.79,99,100,6.98,moderate rain
377,Hay River,CA,60.8156,-115.7999,-0.42,78,20,14.97,few clouds
378,Yarmouth,US,41.7057,-70.2286,37.54,75,75,14.97,broken clouds
379,Richards Bay,ZA,-28.783,32.0377,71.65,60,90,9.95,overcast clouds
380,Notse,TG,6.95,1.1667,74.79,93,15,3.8,few clouds
381,Ambilobe,MG,-13.2,49.05,89.71,47,43,2.1,scattered clouds
382,Belmonte,BR,-15.8631,-38.8828,70.3,86,45,5.3,scattered clouds
383,Pokhara,NP,28.2333,83.9833,67.57,52,10,3.67,clear sky
384,Warrington,GB,53.3925,-2.5802,41.11,56,75,33.38,broken clouds
385,Okrika,NG,4.7416,7.0849,77.59,89,74,3.74,broken clouds
386,Alenquer,BR,-1.9417,-54.7383,79.14,82,65,2.82,broken clouds
387,Kesova Gora,RU,57.5836,37.2922,31.93,99,100,6.85,snow
388,Kaitangata,NZ,-46.2817,169.8464,51.12,60,100,8.37,overcast clouds
389,Dingle,PH,10.9995,122.6711,84.69,76,100,13.87,overcast clouds
390,Hun,LY,29.1268,15.9477,62.78,41,2,7.83,clear sky
391,Qaqortoq,GL,60.7167,-46.0333,39.2,99,100,5.57,heavy intensity rain
392,Kotelnich,RU,58.3089,48.348,34.07,89,100,12.19,overcast clouds
393,Anekal,IN,12.7,77.7,71.11,87,100,10.74,overcast clouds
394,Clyde River,CA,70.4692,-68.5914,-5.57,84,58,5.75,broken clouds
395,Rosarito,MX,32.3333,-117.0333,61.39,34,2,4.94,clear sky
396,Coquimbo,CL,-29.9533,-71.3436,60.53,82,90,5.75,overcast clouds
397,Vuktyl,RU,63.8567,57.3094,23.47,97,100,5.01,snow
398,Alyangula,AU,-13.8483,136.4192,78.67,89,75,6.91,broken clouds
399,Norfolk,US,42.1668,-71.2495,35.55,80,90,10.36,light snow
400,Guerrero Negro,MX,27.9769,-114.0611,64.8,70,0,5.12,clear sky
401,Monte Patria,CL,-30.6919,-70.9467,60.91,77,1,1.28,clear sky
402,Mayo,US,38.8876,-76.5119,37.81,52,90,10.36,overcast clouds
403,Gubbi,IN,13.3106,76.9444,72.5,78,100,11.7,overcast clouds
404,Yumen,CN,40.2833,97.2,41.7,16,58,10.2,broken clouds
405,Kinablangan,PH,7.6947,126.5503,80.92,83,100,4.36,light rain
406,Caravelas,BR,-17.7125,-39.2481,69.44,88,53,6.22,broken clouds
407,Skagen,DK,57.7209,10.5839,39.07,78,100,25.32,overcast clouds
408,Barcelos,PT,41.5388,-8.6151,51.94,88,77,9.86,broken clouds
409,Charters Towers,AU,-20.1,146.2667,90.66,35,38,7.14,scattered clouds
410,Nampa,US,43.5407,-116.5635,38.59,93,1,0.0,clear sky
411,Adrar,MR,20.5022,-10.0711,71.83,28,58,8.28,broken clouds
412,Andros Town,BS,24.7,-77.7667,67.96,71,41,8.08,scattered clouds
413,The Valley,AI,18.217,-63.0578,76.86,79,54,12.68,broken clouds
414,Hurricane,US,37.1753,-113.2899,43.97,22,82,4.99,broken clouds
415,San Cristobal,VE,7.7669,-72.225,68.18,95,99,1.43,overcast clouds
416,Upington,ZA,-28.4478,21.2561,64.78,39,0,6.91,clear sky
417,Poum,NC,-20.2333,164.0167,80.38,73,8,8.43,clear sky
418,Gazli,UZ,40.1333,63.45,41.95,40,40,14.34,scattered clouds
419,Coahuayana,MX,18.7333,-103.6833,74.3,90,77,3.33,broken clouds
420,Roma,US,43.2128,-75.4557,30.34,80,90,11.5,overcast clouds
421,Karasjok,NO,69.4719,25.5112,3.31,100,98,0.89,overcast clouds
422,Zhangye,CN,38.9342,100.4517,53.33,10,0,3.67,clear sky
423,Shumskiy,RU,54.8318,99.1328,17.2,64,56,2.06,broken clouds
424,Homberg,DE,51.0333,9.4,34.61,93,75,8.05,light intensity drizzle
425,Jiangyou,CN,31.7667,104.7167,54.95,71,99,4.45,overcast clouds
426,Coari,BR,-4.085,-63.1414,73.11,99,100,1.23,overcast clouds
427,Skelleftea,SE,64.7507,20.9528,13.06,67,29,2.73,scattered clouds
428,Hansot,IN,21.5833,72.8,87.73,35,95,5.68,overcast clouds
429,Havelock,US,34.8791,-76.9013,42.78,56,1,9.22,clear sky
430,Poronaysk,RU,49.2167,143.1167,30.54,66,65,14.38,broken clouds
431,Saint-Pierre,RE,-21.3393,55.4781,83.88,65,0,11.5,light rain
432,Kahului,US,20.8947,-156.47,73.42,64,1,11.5,clear sky
433,Bay City,US,43.5945,-83.8889,28.89,66,90,0.0,overcast clouds
434,Perth,AU,-31.9333,115.8333,98.6,13,0,5.75,clear sky
435,Pitimbu,BR,-7.4706,-34.8086,77.59,80,13,12.93,few clouds
436,Tambo,PE,-14.8,-73.9167,37.58,85,100,2.28,overcast clouds
437,Faya,SA,18.3851,42.4509,60.91,57,1,0.96,clear sky
438,Lucapa,AO,-8.4192,20.7447,68.61,86,73,2.91,broken clouds
439,Turtas,RU,58.9417,69.1325,28.02,91,100,14.32,overcast clouds
440,Baraboo,US,43.4711,-89.7443,30.34,50,90,9.22,overcast clouds
441,Bageshwar,IN,29.85,79.7667,65.61,45,0,3.18,clear sky
442,Merauke,ID,-8.4667,140.3333,86.04,64,94,10.69,overcast clouds
443,Vallenar,CL,-28.5708,-70.7581,59.97,70,0,1.77,clear sky
444,Gouyave,GD,12.1646,-61.7296,79.3,81,100,9.04,overcast clouds
445,Shizuishan,CN,39.2333,106.7694,45.1,49,1,6.64,clear sky
446,Kifri,IQ,34.6959,44.9661,66.52,35,37,4.76,scattered clouds
447,Xai-Xai,MZ,-25.0519,33.6442,72.77,54,82,8.46,broken clouds
448,Lakefield,US,43.6775,-95.1717,43.29,75,1,5.75,clear sky
449,Lianran,CN,24.9227,102.485,55.94,54,24,7.29,few clouds
450,Pimentel,PE,-6.8367,-79.9342,64.81,86,99,9.26,overcast clouds
451,Merrill,US,45.1805,-89.6835,24.57,63,90,4.61,overcast clouds
452,Vao,NC,-22.6667,167.4833,75.31,86,8,18.81,clear sky
453,Gazanjyk,TM,39.2446,55.5154,46.27,40,100,12.59,overcast clouds
454,Gummidipundi,IN,13.4,80.15,80.6,90,100,12.15,light rain
455,Matay,EG,28.419,30.7792,66.18,43,0,3.44,clear sky
456,Waipawa,NZ,-41.4122,175.5153,56.03,79,99,6.31,overcast clouds
457,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.15,66,40,4.61,scattered clouds
458,Tahta,EG,26.7693,31.5021,57.52,33,3,5.01,clear sky
459,Menongue,AO,-14.6585,17.691,71.29,67,86,6.22,overcast clouds
460,Langres,FR,47.8333,5.3333,34.65,99,100,7.29,overcast clouds
461,Atar,MR,20.5169,-13.0499,71.89,42,23,7.78,few clouds
462,Oistins,BB,13.0667,-59.5333,77.09,94,20,4.61,few clouds
463,Boa Vista,BR,2.8197,-60.6733,80.58,78,40,4.61,scattered clouds
464,Katobu,ID,-4.9408,122.5276,88.16,63,89,4.07,overcast clouds
465,Simpang,ID,-1.2667,104.0833,89.37,53,73,6.6,heavy intensity rain
466,Esperance,AU,-33.8667,121.9,82.24,52,79,18.01,broken clouds
467,Mackenzie,CA,55.2999,-123.1698,26.82,63,1,10.36,clear sky
468,Abha,SA,18.2164,42.5053,60.62,63,0,0.0,clear sky
469,Daru,PG,-9.0763,143.2092,84.78,72,77,8.37,broken clouds
470,Amapa,BR,1.0,-52.0,71.56,100,100,1.86,overcast clouds
471,Morlaix,FR,48.5833,-4.0,46.47,87,75,31.07,broken clouds
472,Senno,RU,59.5336,33.9167,26.74,96,100,4.47,light snow
473,Dicabisagan,PH,17.0818,122.4157,79.74,81,98,5.99,overcast clouds
474,Anadyr,RU,64.75,177.4833,-16.1,76,0,6.71,clear sky
475,Salinas,US,36.6777,-121.6555,49.01,44,63,4.0,broken clouds
476,Torres,BR,-29.3353,-49.7269,69.13,87,61,7.74,broken clouds
477,Klyuchi,RU,52.2667,79.1667,20.89,85,100,16.78,overcast clouds
478,Yulara,AU,-25.2406,130.9889,84.04,20,0,8.05,clear sky
479,Bonoua,CI,5.2741,-3.595,76.62,88,51,4.09,broken clouds
480,Makakilo City,US,21.3469,-158.0858,73.72,68,1,0.0,clear sky
481,Del Rio,US,29.3627,-100.8968,50.4,76,40,3.44,light intensity drizzle
482,Zimovniki,RU,47.1483,42.4633,35.42,87,1,13.18,clear sky
483,Mugur-Aksy,RU,50.35,90.5,8.6,58,22,5.44,few clouds
484,Binga,ZW,-17.6203,27.3414,75.54,66,71,10.85,broken clouds
485,Male,MV,4.1748,73.5089,82.35,83,75,12.66,broken clouds
486,Young,UY,-32.6833,-57.6333,57.34,81,0,7.87,clear sky
487,Paamiut,GL,61.994,-49.6678,37.31,99,100,13.67,moderate rain
488,Poltavka,RU,54.3663,71.7632,22.32,88,100,17.92,overcast clouds
489,Smithers,CA,54.7804,-127.1743,25.12,93,75,0.0,broken clouds
490,Westfield,US,42.1251,-72.7495,35.96,64,90,16.11,overcast clouds
491,Aksarka,RU,66.5606,67.7975,-4.7,97,94,3.18,overcast clouds
492,Kandrian,PG,-6.2167,149.55,85.87,66,100,4.63,overcast clouds
493,Wanaka,NZ,-44.7,169.15,48.58,87,100,4.52,overcast clouds
494,Pacific Grove,US,36.6177,-121.9166,48.6,56,65,7.25,broken clouds
495,Jardim,BR,-21.4803,-56.1381,71.35,97,3,2.66,clear sky
496,Port Augusta,AU,-32.5,137.7667,73.54,38,41,18.45,scattered clouds
497,Byron Bay,AU,-28.65,153.6167,75.31,81,100,16.2,moderate rain
498,Doha,QA,25.2867,51.5333,82.38,47,0,3.44,clear sky
499,Mecca,SA,21.4267,39.8261,80.37,59,0,0.96,clear sky
500,San Pedro De Tutule,HN,14.25,-87.85,55.99,91,99,5.55,overcast clouds
501,Lima,PE,-12.0432,-77.0282,62.85,88,90,10.36,overcast clouds
502,Alta Gracia,AR,-31.6529,-64.4283,66.97,48,10,3.65,clear sky
503,Kon Tum,VN,14.35,108.0,70.95,80,97,6.85,light rain
504,Ballina,AU,-28.8667,153.5667,75.38,83,90,14.97,overcast clouds
505,Kemijarvi,FI,66.7131,27.4306,10.58,94,100,1.59,overcast clouds
506,Praia,CV,14.9215,-23.5087,73.94,83,20,16.11,few clouds
507,Ancud,CL,-41.8697,-73.8203,47.73,87,64,4.12,broken clouds
508,Paramonga,PE,-10.6667,-77.8333,65.1,89,99,6.58,overcast clouds
509,Horsham,GB,51.064,-0.3272,38.91,87,75,20.71,broken clouds
510,Bolshaya Dzhalga,RU,45.9695,42.6966,40.66,80,65,13.24,broken clouds
511,Vanavara,RU,60.34,102.2797,3.11,92,81,8.12,broken clouds
512,Lexington,US,37.9887,-84.4777,32.0,62,13,5.77,few clouds
513,Fonte Boa,BR,-2.4959,-66.2662,72.99,98,83,2.66,light rain
514,Bairiki,KI,1.3292,172.9752,84.2,70,75,10.36,broken clouds
515,Nuevo Progreso,MX,23.1667,-97.95,61.83,77,100,4.21,overcast clouds
516,Filingue,NE,14.3521,3.3168,73.94,19,13,10.09,few clouds
517,Astoria,US,46.1879,-123.8313,48.09,100,75,0.0,broken clouds
518,Danville,US,36.586,-79.395,32.56,58,5,5.32,clear sky
519,Jalu,LY,29.0331,21.5482,63.46,65,1,4.65,clear sky
520,Bansi,IN,27.1833,82.9333,75.69,44,0,3.94,clear sky
521,Belyy Yar,RU,53.6039,91.3903,19.29,58,0,13.42,clear sky
522,Cayenne,GF,4.9333,-52.3333,77.04,94,75,2.3,broken clouds
523,Leshukonskoye,RU,64.8989,45.7622,13.26,97,100,3.47,overcast clouds
524,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.19,87,16,8.03,few clouds
525,Avera,US,33.194,-82.5271,40.66,50,0,5.48,clear sky
526,Pareora,NZ,-44.4871,171.2132,47.39,91,100,4.16,light rain
527,Burnie,AU,-41.0667,145.9167,59.13,54,72,8.59,broken clouds
528,Sayyan,YE,15.1718,44.3244,58.73,42,0,3.85,clear sky
529,Nizhniy Chir,RU,48.3597,43.0865,31.62,82,8,14.16,clear sky
530,Sale,MA,34.0389,-6.8166,48.88,100,40,4.61,scattered clouds
531,Waingapu,ID,-9.6567,120.2641,86.27,69,82,5.91,broken clouds
532,Chuy,UY,-33.6971,-53.4616,66.56,84,22,11.43,few clouds
533,Atasu,KZ,48.6814,71.6433,16.9,71,18,5.23,few clouds
534,Alakurtti,RU,66.9672,30.3491,4.1,97,100,2.95,overcast clouds
535,Lunglei,IN,22.8833,92.7333,76.95,34,0,3.6,clear sky
536,Shawnee,US,39.05,-95.7669,48.15,45,1,9.31,clear sky
537,Sokolo,ML,14.7328,-6.1219,76.23,28,13,8.72,few clouds
538,Nova Olimpia,BR,-14.7972,-57.2881,70.95,87,98,2.35,overcast clouds
539,Den Helder,NL,52.9599,4.7593,44.58,81,90,6.91,overcast clouds
540,Kyren,RU,51.6828,102.1408,16.12,79,100,3.65,overcast clouds
541,Havre,FR,49.5833,0.3333,42.57,81,75,31.07,broken clouds
542,Russell,US,32.3502,-85.1999,38.91,55,1,4.61,clear sky
543,Srednekolymsk,RU,67.45,153.6833,-36.06,99,22,1.34,few clouds
544,Ixtapa,MX,20.7,-105.2,70.0,80,89,2.75,overcast clouds
545,Harindanga,IN,22.0383,88.3214,78.78,27,4,8.7,clear sky
546,Loukhi,RU,66.0764,33.0381,7.09,98,88,3.4,overcast clouds
547,Batemans Bay,AU,-35.7167,150.1833,60.48,70,100,14.58,overcast clouds
548,Kangaatsiaq,GL,68.3065,-53.4641,24.57,74,100,5.86,overcast clouds
549,Adzope,CI,6.1069,-3.8619,72.52,97,30,2.06,light rain
550,Suntar,RU,62.1444,117.6319,8.87,83,100,14.12,overcast clouds
551,Broken Hill,AU,-31.95,141.4333,73.11,38,75,20.71,broken clouds
552,Cabras,IT,39.93,8.5314,52.63,74,98,2.75,overcast clouds
553,Tambura,SS,5.6,27.4667,78.44,44,28,5.64,scattered clouds
554,Atagay,RU,55.1033,99.3875,16.93,67,64,4.81,broken clouds
555,El Sauzal,MX,31.9,-116.6833,62.19,41,0,4.76,clear sky
556,Emet,TR,39.343,29.2585,51.75,90,100,8.88,overcast clouds
557,Salinopolis,BR,-0.6136,-47.3561,80.24,79,81,10.78,broken clouds
558,Takoradi,GH,4.8845,-1.7554,78.19,87,47,5.55,light rain
559,Sarangani,PH,5.4033,125.4636,83.03,77,82,13.02,broken clouds
560,Bangkalan,ID,-7.0455,112.7351,85.95,66,95,8.59,moderate rain
561,Ipixuna,BR,-1.7625,-48.8043,76.95,96,29,3.18,scattered clouds
562,Maningrida,AU,-12.0667,134.2667,88.95,55,93,7.58,overcast clouds
563,Kyshtovka,RU,56.555,76.6271,17.92,92,100,16.06,overcast clouds
564,Ayan,RU,56.45,138.1667,24.17,68,11,4.45,few clouds
565,Koplik,AL,42.2136,19.4364,60.12,81,96,8.37,overcast clouds
566,Conceicao Da Barra,BR,-18.5933,-39.7322,68.59,90,54,5.19,broken clouds
567,Axim,GH,4.8699,-2.2405,78.13,87,44,5.48,light rain
568,Naples,IT,40.8333,14.25,54.21,87,90,4.61,moderate rain
569,Dwarka,IN,22.2394,68.9678,81.18,50,26,6.38,scattered clouds
570,Bell Ville,AR,-32.6259,-62.6887,68.16,56,22,8.72,few clouds
571,Orissaare,EE,58.5592,23.0826,31.98,78,100,20.13,overcast clouds
572,Manokwari,ID,-0.8667,134.0833,82.94,74,100,7.16,overcast clouds
573,Aswan,EG,24.0934,32.907,67.3,37,0,8.05,clear sky
574,Easton,US,40.6884,-75.2207,36.45,63,53,14.76,broken clouds
575,Rumboci,BA,43.8322,17.5011,37.99,92,91,7.38,overcast clouds
576,Voh,NC,-20.9667,164.7,84.15,62,72,6.26,broken clouds
577,Luba,GQ,3.4568,8.5547,75.09,82,90,7.2,light rain
578,Belen,TR,36.4891,36.2233,51.85,83,56,3.53,broken clouds
579,Nambucca Heads,AU,-30.65,153.0,71.6,74,98,13.56,overcast clouds
580,Coihueco,CL,-36.6167,-71.8333,48.94,100,0,0.0,clear sky
581,Ilinskiy,RU,55.619,38.1182,37.98,87,90,6.71,overcast clouds
582,La Suiza,CR,9.8524,-83.6133,71.1,95,97,2.8,overcast clouds
583,Paraiso,CR,9.8383,-83.8656,63.46,95,96,2.48,overcast clouds
584,Kudahuvadhoo,MV,2.6708,72.8944,81.5,73,83,15.86,broken clouds
585,Sarkand,KZ,45.41,79.9186,27.86,51,6,3.89,clear sky
586,Taltal,CL,-25.4,-70.4833,60.06,79,7,2.71,clear sky
587,Millau,FR,44.0833,2.9167,37.53,97,97,4.21,overcast clouds
588,Moussoro,TD,13.6408,16.4901,72.45,17,2,11.9,clear sky
589,Rajapur,IN,25.3833,81.15,77.0,29,0,5.26,clear sky
590,Akhalgori,GE,42.126,44.4833,33.31,58,4,1.45,clear sky
591,Walvis Bay,NA,-22.9575,14.5053,52.75,87,0,5.75,clear sky
592,Mahajanga,MG,-15.7167,46.3167,80.62,83,20,8.05,few clouds
593,Salisbury,GB,51.0693,-1.7957,37.78,90,96,32.97,light rain
594,Manoel Urbano,BR,-8.8389,-69.2597,74.39,93,55,0.85,broken clouds
595,Babynino,RU,54.39,35.73,33.55,92,100,15.08,overcast clouds
596,Alofi,NU,-19.0595,-169.9187,75.09,100,96,2.3,light rain
597,Nador,MA,35.174,-2.9287,55.65,58,40,8.05,scattered clouds
598,Botwood,CA,49.1499,-55.3482,45.88,85,99,11.3,overcast clouds
599,Kaliganj,BD,23.4095,89.1402,80.29,33,0,6.82,clear sky
600,Tigil,RU,57.8,158.6667,-10.39,90,9,1.52,clear sky
601,Superior,US,46.7208,-92.1041,31.68,43,90,0.0,overcast clouds
602,Ewa Beach,US,21.3156,-158.0072,73.85,69,0,10.87,clear sky
603,Cabedelo,BR,-6.9811,-34.8339,77.67,78,18,13.11,few clouds
604,Baracoa,CU,20.3467,-74.4958,75.07,82,74,3.38,broken clouds
605,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,76.41,84,92,4.18,overcast clouds
606,Nazare,BR,-13.035,-39.0144,69.17,96,78,2.48,broken clouds
607,Mpika,ZM,-11.8343,31.4529,61.77,96,100,10.02,light rain
608,Samut Songkhram,TH,13.4,99.9583,81.46,57,49,7.58,scattered clouds
609,Ternate,ID,0.8,127.4,83.97,72,87,9.33,overcast clouds
610,Boralday,KZ,43.3578,76.8594,26.46,86,75,6.71,broken clouds
611,Zhuji,CN,29.7188,120.2423,62.51,51,58,6.2,broken clouds
612,Vengerovo,RU,55.6848,76.7471,16.99,92,100,16.64,overcast clouds
613,Yamethin,MM,20.4333,96.15,80.51,67,84,7.96,broken clouds
614,Corn Island,NI,12.1694,-83.0418,81.39,75,88,12.35,overcast clouds
615,Ouallam,NE,14.3188,2.0866,73.72,21,37,10.63,scattered clouds
616,Serebryanyy Bor,RU,56.8,124.8,14.13,92,100,2.95,overcast clouds
617,Ormara,PK,25.2088,64.6357,80.56,31,56,10.02,broken clouds
618,Sosnovo-Ozerskoye,RU,52.5249,111.5418,21.36,65,100,11.9,overcast clouds
619,Vieques,PR,18.425,-65.8329,76.1,69,9,5.61,clear sky
620,Haputale,LK,6.7681,80.9595,70.39,75,55,4.72,broken clouds
621,San Vicente,AR,-26.6167,-54.1333,56.1,99,11,2.15,few clouds
622,Pilar,BR,-9.5972,-35.9567,76.93,95,56,5.21,broken clouds
623,Krasnoselkup,RU,65.7,82.4667,-9.11,98,65,10.63,broken clouds
624,Mizan Teferi,ET,6.9833,35.5833,74.91,51,59,0.16,broken clouds
625,Palestine,PS,31.9216,35.2033,49.42,53,23,3.8,few clouds
626,Sovetskiy,RU,61.3614,63.5842,29.37,84,90,12.77,overcast clouds
627,Izyum,UA,49.2088,37.2485,38.57,78,100,17.74,overcast clouds
628,Thanjavur,IN,10.8,79.15,81.16,81,100,16.46,overcast clouds
629,Sistranda,NO,63.7256,8.834,24.76,66,86,9.82,overcast clouds
630,Sobolevo,RU,54.4299,31.8996,32.88,97,100,15.28,snow
631,Yei,SS,4.095,30.6779,77.2,59,34,3.96,scattered clouds
632,Mogadishu,SO,2.0371,45.3438,75.07,83,75,9.22,drizzle
633,Tanete,ID,-3.9443,119.7848,87.33,67,95,10.22,overcast clouds
634,Ugoofaaru,MV,5.6667,73.0,81.79,75,97,12.95,overcast clouds
635,Bosanski Brod,BA,45.1375,17.9897,39.52,97,89,3.91,overcast clouds
636,Grojec,PL,51.8625,20.8676,31.39,98,100,12.21,light snow
637,Bosaso,SO,11.2842,49.1816,82.38,78,20,0.0,few clouds
638,Ferkessedougou,CI,9.6,-5.2,74.01,59,67,1.83,broken clouds
639,Palmer,US,42.1584,-72.3287,33.73,78,100,14.36,overcast clouds
640,Waddan,LY,29.1614,16.139,62.73,43,2,8.9,clear sky
641,Vila Franca Do Campo,PT,37.7167,-25.4333,55.81,74,12,8.34,few clouds
642,Banjar,ID,-8.19,114.9675,85.86,77,98,0.34,overcast clouds
643,Kathmandu,NP,27.7167,85.3167,64.62,52,40,2.3,haze
644,Balykshi,KZ,47.0667,51.8667,28.4,80,75,13.42,broken clouds
645,Gat,IL,31.61,34.7642,57.88,52,45,1.81,scattered clouds
646,Kalabo,ZM,-14.97,22.6814,71.55,73,65,9.46,light rain
647,Murray Bridge,AU,-35.1167,139.2667,74.95,42,30,19.3,scattered clouds
648,Gomel,BY,52.4345,30.9754,37.38,93,90,20.13,overcast clouds
649,Urumqi,CN,43.801,87.6005,23.95,86,90,4.47,light snow
650,Nanortalik,GL,60.1432,-45.2371,43.86,96,100,15.26,moderate rain
651,Antsohihy,MG,-14.8796,47.9875,85.75,61,59,3.78,broken clouds
652,Bilibino,RU,68.0546,166.4372,-32.62,99,10,4.16,clear sky
653,Puerto Carreno,CO,6.189,-67.4859,76.5,87,83,4.23,broken clouds
654,Kasongo-Lunda,CD,-6.4667,16.8167,69.93,99,100,1.21,overcast clouds
655,Price,US,39.5994,-110.8107,37.27,34,62,3.71,broken clouds
656,Burgeo,CA,47.6167,-57.6152,46.76,90,64,14.5,broken clouds
657,Kangaba,ML,11.9333,-8.4167,71.38,31,37,4.32,scattered clouds
658,Balkanabat,TM,39.5108,54.3671,51.51,38,100,1.34,overcast clouds
659,Tateyama,JP,34.9833,139.8667,55.42,44,32,14.97,scattered clouds
660,Mahanoro,MG,-19.9,48.8,78.06,74,82,8.72,broken clouds
661,El Dorado,US,38.7666,-120.5177,51.82,35,85,5.32,overcast clouds
662,Krasnyy Chikoy,RU,50.3643,108.7512,21.88,91,100,5.21,snow
663,Derzhavinsk,KZ,51.1,66.3167,15.39,95,94,15.19,overcast clouds
664,Port Keats,AU,-14.25,129.55,90.32,53,99,10.04,overcast clouds
665,Penzance,GB,50.1186,-5.5371,43.81,66,89,44.78,overcast clouds
666,Hobyo,SO,5.3505,48.5268,82.56,67,66,11.05,broken clouds
667,Karaton,ID,-6.3424,106.1045,89.76,75,100,9.48,overcast clouds
668,Arandis,NA,-22.4167,14.9667,64.87,42,0,2.71,clear sky
669,Bethanien,NA,-26.502,17.1583,63.45,17,1,8.39,clear sky
670,Carutapera,BR,-1.195,-46.02,78.58,82,56,7.09,broken clouds
671,Sunbury,AU,-37.5833,144.7333,68.65,46,0,20.71,clear sky
672,Constantine,DZ,36.365,6.6147,44.01,75,40,11.5,scattered clouds
673,Plouzane,FR,48.3833,-4.6167,46.49,74,75,26.46,moderate rain
674,Outlook,CA,51.5001,-107.0513,37.09,88,100,8.7,overcast clouds
675,Portoviejo,EC,-1.05,-80.45,74.61,80,95,5.28,overcast clouds
676,Johnstown,US,40.3267,-78.922,28.38,83,100,13.94,overcast clouds
677,Mandalgovi,MN,45.7625,106.2708,33.31,32,45,11.65,scattered clouds
678,Jacareacanga,BR,-6.2222,-57.7528,73.44,99,100,0.18,overcast clouds
679,Puerto Narino,CO,-3.7703,-70.3831,76.95,80,100,1.14,overcast clouds
680,Kavaratti,IN,10.5669,72.642,82.31,76,95,6.91,overcast clouds
681,Nyurba,RU,63.2842,118.3319,8.51,92,100,10.42,light snow
682,Broome,US,42.2506,-75.833,29.17,86,100,16.42,overcast clouds
683,Wabag,PG,-5.4781,143.7021,60.51,96,96,1.66,overcast clouds
684,Caudebec-Les-Elbeuf,FR,49.2808,1.022,42.49,93,90,18.41,light snow
685,Olafsvik,IS,64.8945,-23.7142,38.93,86,100,14.36,overcast clouds
686,Bac Giang,VN,21.2667,106.2,77.07,39,11,3.2,few clouds
687,Kiruna,SE,67.8557,20.2251,2.32,92,90,0.0,light snow
688,Meulaboh,ID,4.1363,96.1285,84.16,68,52,5.99,broken clouds
689,Tessalit,ML,20.1986,1.0114,71.38,35,12,8.03,few clouds
690,Verkhniy Uslon,RU,55.7701,48.9823,28.62,90,100,13.29,overcast clouds
691,Cabinda,AO,-5.55,12.2,78.1,87,100,6.55,moderate rain
692,Marsala,IT,37.7966,12.4352,62.42,64,100,23.24,overcast clouds
693,Bonthe,SL,7.5264,-12.505,77.68,87,31,2.91,scattered clouds
694,Jibuti,DJ,11.5,42.5,78.35,57,10,10.29,clear sky
695,Nuuk,GL,64.1835,-51.7216,45.21,87,90,33.38,light snow
696,Salalah,OM,17.0151,54.0924,87.13,31,13,9.91,few clouds
697,Asadabad,IR,34.7824,48.1185,48.99,58,1,3.62,clear sky
698,Dudinka,RU,69.4058,86.1778,-1.79,96,100,12.35,overcast clouds
